27;17-09-2011;MONICA CASTRO;OSCAR MORALES SILVA;YOGURT;LACTEOS;180;9
27;17-09-2011;MONICA CASTRO;OSCAR MORALES SILVA;RON;LICORES;7500;2
27;17-09-2011;MONICA CASTRO;OSCAR MORALES SILVA;PEREJIL;VERDURAS;250;1
27;17-09-2011;MONICA CASTRO;OSCAR MORALES SILVA;CILANTRO;VERDURAS;200;8
27;17-09-2011;MONICA CASTRO;OSCAR MORALES SILVA;LOMO LISO;CARNE;3200;10
28;17-09-2011;HELENA RAMIREZ;RICARDO SAN MARTIN GOMEZ;POSTRE DE LECHE;LACTEOS;280;10
28;17-09-2011;HELENA RAMIREZ;RICARDO SAN MARTIN GOMEZ;QUESO MANTECOSO;LACTEOS;1200;7
28;17-09-2011;HELENA RAMIREZ;RICARDO SAN MARTIN GOMEZ;LOMO LISO;CARNE;3200;6
29;18-09-2011;MOISES VILLARROEL;ISIDORA JULIO MORENO;VINO;LICORES;2300;2
29;18-09-2011;MOISES VILLARROEL;ISIDORA JULIO MORENO;YOGURT;LACTEOS;180;4
29;18-09-2011;MOISES VILLARROEL;ISIDORA JULIO MORENO;APIO;VERDURAS;180;10
30;18-09-2011;EDUARDO FIOL;JIMENA LIRA TORO;CILANTRO;VERDURAS;200;9
31;19-09-2011;JOSE MARTINEZ;MONSERRAT UGARTE PRAT;VINO;LICORES;2300;6
31;19-09-2011;JOSE MARTINEZ;MONSERRAT UGARTE PRAT;LOMO LISO;CARNE;3200;5
31;19-09-2011;JOSE MARTINEZ;MONSERRAT UGARTE PRAT;RON;LICORES;7500;7
31;19-09-2011;JOSE MARTINEZ;MONSERRAT UGARTE PRAT;POSTRE DE LECHE;LACTEOS;280;2
31;19-09-2011;JOSE MARTINEZ;MONSERRAT UGARTE PRAT;PEREJIL;VERDURAS;250;8
32;19-09-2011;JOSE MARTINEZ;ITALO DONDERO PIAZZE;ESCOBA;ASEO;1000;6
32;19-09-2011;JOSE MARTINEZ;ITALO DONDERO PIAZZE;FILETE;CARNE;4500;3
32;19-09-2011;JOSE MARTINEZ;ITALO DONDERO PIAZZE;LOMO LISO;CARNE;3200;1
32;19-09-2011;JOSE MARTINEZ;ITALO DONDERO PIAZZE;APIO;VERDURAS;180;7
32;19-09-2011;JOSE MARTINEZ;ITALO DONDERO PIAZZE;QUESILLO;LACTEOS;200;2
33;19-09-2011;LIDIA VERA;JUAN VERA HERNANDEZ;FILETE;CARNE;4500;7
33;19-09-2011;LIDIA VERA;JUAN VERA HERNANDEZ;POSTRE DE LECHE;LACTEOS;280;6
33;19-09-2011;LIDIA VERA;JUAN VERA HERNANDEZ;ESPONJA;ASEO;250;2
33;19-09-2011;LIDIA VERA;JUAN VERA HERNANDEZ;YOGURT GRIEGO;LACTEOS;230;6
33;19-09-2011;LIDIA VERA;JUAN VERA HERNANDEZ;LECHE DESCREMADA;LACTEOS;200;8
33;19-09-2011;LIDIA VERA;JUAN VERA HERNANDEZ;QUESILLO;LACTEOS;200;6
34;19-09-2011;CLAUDIO MATTA;PABLO GOMEZ SEPULVEDA;LECHE DESCREMADA;LACTEOS;200;8
34;19-09-2011;CLAUDIO MATTA;PABLO GOMEZ SEPULVEDA;YOGURT GRIEGO;LACTEOS;230;8
34;19-09-2011;CLAUDIO MATTA;PABLO GOMEZ SEPULVEDA;POSTRE DE LECHE;LACTEOS;280;1
34;19-09-2011;CLAUDIO MATTA;PABLO GOMEZ SEPULVEDA;CILANTRO;VERDURAS;200;1
34;19-09-2011;CLAUDIO MATTA;PABLO GOMEZ SEPULVEDA;QUESO MANTECOSO;LACTEOS;1200;2
35;19-09-2011;CLAUDIO MATTA;PABLO GOMEZ SEPULVEDA;ESCOBA;ASEO;1000;7
35;19-09-2011;CLAUDIO MATTA;PABLO GOMEZ SEPULVEDA;COLIFROR;VERDURAS;700;4
35;19-09-2011;CLAUDIO MATTA;PABLO GOMEZ SEPULVEDA;QUESILLO;LACTEOS;200;4
35;19-09-2011;CLAUDIO MATTA;PABLO GOMEZ SEPULVEDA;TEQUILA;LICORES;6200;6
36;19-09-2011;MOISES VILLARROEL;PABLO GOMEZ SEPULVEDA;TEQUILA;LICORES;6200;2
36;19-09-2011;MOISES VILLARROEL;PABLO GOMEZ SEPULVEDA;YOGURT GRIEGO;LACTEOS;230;10
37;19-09-2011;CLAUDIA PEREZ;OMAR CASTRO CASTRO;CILANTRO;VERDURAS;200;5
37;19-09-2011;CLAUDIA PEREZ;OMAR CASTRO CASTRO;RON;LICORES;7500;5
37;19-09-2011;CLAUDIA PEREZ;OMAR CASTRO CASTRO;FILETE;CARNE;4500;1
37;19-09-2011;CLAUDIA PEREZ;OMAR CASTRO CASTRO;LOMO LISO;CARNE;3200;3
37;19-09-2011;CLAUDIA PEREZ;OMAR CASTRO CASTRO;QUESILLO;LACTEOS;200;5
38;19-09-2011;MOISES VILLARROEL;MAURICIO PAZ LORCA;POSTRE DE LECHE;LACTEOS;280;3
38;19-09-2011;MOISES VILLARROEL;MAURICIO PAZ LORCA;PISCO;LICORES;2300;10
38;19-09-2011;MOISES VILLARROEL;MAURICIO PAZ LORCA;ESCOBA;ASEO;1000;2
38;19-09-2011;MOISES VILLARROEL;MAURICIO PAZ LORCA;YOGURT GRIEGO;LACTEOS;230;6
39;20-09-2011;ESTER JORQUERA;PIEDAD MEJIAS SALAS;PISCO;LICORES;2300;3
39;20-09-2011;ESTER JORQUERA;PIEDAD MEJIAS SALAS;ESPONJA;ASEO;250;8
39;20-09-2011;ESTER JORQUERA;PIEDAD MEJIAS SALAS;LECHE DESCREMADA;LACTEOS;200;7
39;20-09-2011;ESTER JORQUERA;PIEDAD MEJIAS SALAS;APIO;VERDURAS;180;7
39;20-09-2011;ESTER JORQUERA;PIEDAD MEJIAS SALAS;PEREJIL;VERDURAS;250;7
40;21-09-2011;ANA PEÑA;MONSERRAT UGARTE PRAT;YOGURT;LACTEOS;180;5
40;21-09-2011;ANA PEÑA;MONSERRAT UGARTE PRAT;YOGURT GRIEGO;LACTEOS;230;9
40;21-09-2011;ANA PEÑA;MONSERRAT UGARTE PRAT;ESPONJA;ASEO;250;6
40;21-09-2011;ANA PEÑA;MONSERRAT UGARTE PRAT;VINO;LICORES;2300;1
40;21-09-2011;ANA PEÑA;MONSERRAT UGARTE PRAT;APIO;VERDURAS;180;9
41;22-09-2011;ESTER JORQUERA;OMAR CASTRO CASTRO;POSTRE DE LECHE;LACTEOS;280;2
41;22-09-2011;ESTER JORQUERA;OMAR CASTRO CASTRO;ESCOBA;ASEO;1000;5
41;22-09-2011;ESTER JORQUERA;OMAR CASTRO CASTRO;ESPONJA;ASEO;250;1
41;22-09-2011;ESTER JORQUERA;OMAR CASTRO CASTRO;QUESILLO;LACTEOS;200;7
41;22-09-2011;ESTER JORQUERA;OMAR CASTRO CASTRO;LECHE DESCREMADA;LACTEOS;200;5
42;22-09-2011;ESTER JORQUERA;ISIDORA JULIO MORENO;LECHUGA;VERDURAS;250;10
42;22-09-2011;ESTER JORQUERA;ISIDORA JULIO MORENO;RON;LICORES;7500;6
42;22-09-2011;ESTER JORQUERA;ISIDORA JULIO MORENO;YOGURT;LACTEOS;180;4
43;22-09-2011;MOISES VILLARROEL;MARCOS SALAS ZAMORANO;RON;LICORES;7500;4
43;22-09-2011;MOISES VILLARROEL;MARCOS SALAS ZAMORANO;QUESILLO;LACTEOS;200;3
43;22-09-2011;MOISES VILLARROEL;MARCOS SALAS ZAMORANO;LECHE DESCREMADA;LACTEOS;200;6
43;22-09-2011;MOISES VILLARROEL;MARCOS SALAS ZAMORANO;MAGISTRAL;ASEO;2450;6
44;22-09-2011;IVAN SEPULVEDA;CLAUDIA LUNA PEREZ;APIO;VERDURAS;180;5
44;22-09-2011;IVAN SEPULVEDA;CLAUDIA LUNA PEREZ;QUESO MANTECOSO;LACTEOS;1200;2
45;22-09-2011;JUAN SOTO;JIMENA LIRA TORO;YOGURT GRIEGO;LACTEOS;230;2
45;22-09-2011;JUAN SOTO;JIMENA LIRA TORO;CILANTRO;VERDURAS;200;5
45;22-09-2011;JUAN SOTO;JIMENA LIRA TORO;TEQUILA;LICORES;6200;5
46;22-09-2011;HELENA RAMIREZ;OMAR CASTRO CASTRO;LOMO LISO;CARNE;3200;5
46;22-09-2011;HELENA RAMIREZ;OMAR CASTRO CASTRO;YOGURT GRIEGO;LACTEOS;230;1
46;22-09-2011;HELENA RAMIREZ;OMAR CASTRO CASTRO;ESPONJA;ASEO;250;6
46;22-09-2011;HELENA RAMIREZ;OMAR CASTRO CASTRO;PISCO;LICORES;2300;1
47;22-09-2011;GUILLERMO LIRA;OMAR CASTRO CASTRO;CILANTRO;VERDURAS;200;6
47;22-09-2011;GUILLERMO LIRA;OMAR CASTRO CASTRO;APIO;VERDURAS;180;7
47;22-09-2011;GUILLERMO LIRA;OMAR CASTRO CASTRO;TEQUILA;LICORES;6200;6
47;22-09-2011;GUILLERMO LIRA;OMAR CASTRO CASTRO;QUESO MANTECOSO;LACTEOS;1200;2
48;23-09-2011;HELLEN ESCARATE;RICARDO SAN MARTIN GOMEZ;QUESO MANTECOSO;LACTEOS;1200;1
48;23-09-2011;HELLEN ESCARATE;RICARDO SAN MARTIN GOMEZ;TEQUILA;LICORES;6200;2
48;23-09-2011;HELLEN ESCARATE;RICARDO SAN MARTIN GOMEZ;MAGISTRAL;ASEO;2450;9
48;23-09-2011;HELLEN ESCARATE;RICARDO SAN MARTIN GOMEZ;PISCO;LICORES;2300;9
49;23-09-2011;CLAUDIA PEREZ;DAGOBERTO CAHE CABRERA;ESPONJA;ASEO;250;4
49;23-09-2011;CLAUDIA PEREZ;DAGOBERTO CAHE CABRERA;PISCO;LICORES;2300;5
49;23-09-2011;CLAUDIA PEREZ;DAGOBERTO CAHE CABRERA;YOGURT GRIEGO;LACTEOS;230;4
49;23-09-2011;CLAUDIA PEREZ;DAGOBERTO CAHE CABRERA;ESCOBA;ASEO;1000;7
50;23-09-2011;HELLEN ESCARATE;DAGOBERTO CAHE CABRERA;QUESO MANTECOSO;LACTEOS;1200;9
50;23-09-2011;HELLEN ESCARATE;DAGOBERTO CAHE CABRERA;TEQUILA;LICORES;6200;4
51;23-09-2011;ANA PEÑA;OSCAR MORALES SILVA;POSTRE DE LECHE;LACTEOS;280;2
51;23-09-2011;ANA PEÑA;OSCAR MORALES SILVA;YOGURT GRIEGO;LACTEOS;230;10
52;23-09-2011;JOSE MARTINEZ;MONSERRAT UGARTE PRAT;LECHE DESCREMADA;LACTEOS;200;3
53;23-09-2011;HELLEN ESCARATE;MAGDALENA REYES REYES;QUESO MANTECOSO;LACTEOS;1200;9
54;23-09-2011;VANIA MARTIN;LAIS BARRERA CABACH;LECHE DESCREMADA;LACTEOS;200;8
54;23-09-2011;VANIA MARTIN;LAIS BARRERA CABACH;RON;LICORES;7500;4
55;23-09-2011;MOISES VILLARROEL;LAIS BARRERA CABACH;LECHE DESCREMADA;LACTEOS;200;9
55;23-09-2011;MOISES VILLARROEL;LAIS BARRERA CABACH;APIO;VERDURAS;180;4
55;23-09-2011;MOISES VILLARROEL;LAIS BARRERA CABACH;RON;LICORES;7500;5
55;23-09-2011;MOISES VILLARROEL;LAIS BARRERA CABACH;PEREJIL;VERDURAS;250;3
56;23-09-2011;CLAUDIO MATTA;JUAN VERA HERNANDEZ;FILETE;CARNE;4500;10
56;23-09-2011;CLAUDIO MATTA;JUAN VERA HERNANDEZ;CILANTRO;VERDURAS;200;4
56;23-09-2011;CLAUDIO MATTA;JUAN VERA HERNANDEZ;VINO;LICORES;2300;5
56;23-09-2011;CLAUDIO MATTA;JUAN VERA HERNANDEZ;COLIFROR;VERDURAS;700;7
57;24-09-2011;CLAUDIO MATTA;MARCOS SALAS ZAMORANO;APIO;VERDURAS;180;3
57;24-09-2011;CLAUDIO MATTA;MARCOS SALAS ZAMORANO;ESPONJA;ASEO;250;2
57;24-09-2011;CLAUDIO MATTA;MARCOS SALAS ZAMORANO;YOGURT GRIEGO;LACTEOS;230;1
57;24-09-2011;CLAUDIO MATTA;MARCOS SALAS ZAMORANO;YOGURT;LACTEOS;180;7
57;24-09-2011;CLAUDIO MATTA;MARCOS SALAS ZAMORANO;LECHE DESCREMADA;LACTEOS;200;3
57;24-09-2011;CLAUDIO MATTA;MARCOS SALAS ZAMORANO;POSTRE DE LECHE;LACTEOS;280;9
58;24-09-2011;IVAN SEPULVEDA;CATHERINE TAPIA NAVARRO;YOGURT GRIEGO;LACTEOS;230;6
58;24-09-2011;IVAN SEPULVEDA;CATHERINE TAPIA NAVARRO;PISCO;LICORES;2300;8
58;24-09-2011;IVAN SEPULVEDA;CATHERINE TAPIA NAVARRO;CILANTRO;VERDURAS;200;9
59;24-09-2011;CLAUDIO MATTA;MAURICIO PAZ LORCA;QUESILLO;LACTEOS;200;4
59;24-09-2011;CLAUDIO MATTA;MAURICIO PAZ LORCA;PEREJIL;VERDURAS;250;5
59;24-09-2011;CLAUDIO MATTA;MAURICIO PAZ LORCA;RON;LICORES;7500;4
59;24-09-2011;CLAUDIO MATTA;MAURICIO PAZ LORCA;ESPONJA;ASEO;250;7
60;24-09-2011;VANIA MARTIN;JIMENA LIRA TORO;YOGURT;LACTEOS;180;6
60;24-09-2011;VANIA MARTIN;JIMENA LIRA TORO;CILANTRO;VERDURAS;200;2
60;24-09-2011;VANIA MARTIN;JIMENA LIRA TORO;APIO;VERDURAS;180;9
60;24-09-2011;VANIA MARTIN;JIMENA LIRA TORO;PEREJIL;VERDURAS;250;5
60;24-09-2011;VANIA MARTIN;JIMENA LIRA TORO;ESPONJA;ASEO;250;3
61;24-09-2011;HELLEN ESCARATE;ALEXIS VIDAL SANCHEZ;TEQUILA;LICORES;6200;8
61;24-09-2011;HELLEN ESCARATE;ALEXIS VIDAL SANCHEZ;APIO;VERDURAS;180;3
61;24-09-2011;HELLEN ESCARATE;ALEXIS VIDAL SANCHEZ;CILANTRO;VERDURAS;200;8
62;24-09-2011;MARIO MADRID;PABLO GOMEZ SEPULVEDA;PEREJIL;VERDURAS;250;7
63;24-09-2011;JUAN SOTO;ISIDORA JULIO MORENO;ESCOBA;ASEO;1000;2
63;24-09-2011;JUAN SOTO;ISIDORA JULIO MORENO;YOGURT GRIEGO;LACTEOS;230;3
63;24-09-2011;JUAN SOTO;ISIDORA JULIO MORENO;CILANTRO;VERDURAS;200;9
63;24-09-2011;JUAN SOTO;ISIDORA JULIO MORENO;POSTRE DE LECHE;LACTEOS;280;1
63;24-09-2011;JUAN SOTO;ISIDORA JULIO MORENO;COLIFROR;VERDURAS;700;9
64;25-09-2011;VANIA MARTIN;ITALO DONDERO PIAZZE;QUESILLO;LACTEOS;200;4
64;25-09-2011;VANIA MARTIN;ITALO DONDERO PIAZZE;YOGURT GRIEGO;LACTEOS;230;1
64;25-09-2011;VANIA MARTIN;ITALO DONDERO PIAZZE;PEREJIL;VERDURAS;250;1
64;25-09-2011;VANIA MARTIN;ITALO DONDERO PIAZZE;APIO;VERDURAS;180;10
65;26-09-2011;MOISES VILLARROEL;OMAR CASTRO CASTRO;APIO;VERDURAS;180;6
65;26-09-2011;MOISES VILLARROEL;OMAR CASTRO CASTRO;FILETE;CARNE;4500;7
65;26-09-2011;MOISES VILLARROEL;OMAR CASTRO CASTRO;YOGURT GRIEGO;LACTEOS;230;6
65;26-09-2011;MOISES VILLARROEL;OMAR CASTRO CASTRO;CILANTRO;VERDURAS;200;3
65;26-09-2011;MOISES VILLARROEL;OMAR CASTRO CASTRO;TEQUILA;LICORES;6200;6
65;26-09-2011;MOISES VILLARROEL;OMAR CASTRO CASTRO;RON;LICORES;7500;5
66;26-09-2011;EDUARDO FIOL;MARCOS SALAS ZAMORANO;TEQUILA;LICORES;6200;2
66;26-09-2011;EDUARDO FIOL;MARCOS SALAS ZAMORANO;RON;LICORES;7500;5
66;26-09-2011;EDUARDO FIOL;MARCOS SALAS ZAMORANO;PISCO;LICORES;2300;9
66;26-09-2011;EDUARDO FIOL;MARCOS SALAS ZAMORANO;FILETE;CARNE;4500;5
66;26-09-2011;EDUARDO FIOL;MARCOS SALAS ZAMORANO;APIO;VERDURAS;180;1
67;26-09-2011;HELENA RAMIREZ;ITALO DONDERO PIAZZE;CILANTRO;VERDURAS;200;7
67;26-09-2011;HELENA RAMIREZ;ITALO DONDERO PIAZZE;FILETE;CARNE;4500;4
67;26-09-2011;HELENA RAMIREZ;ITALO DONDERO PIAZZE;LECHUGA;VERDURAS;250;5
67;26-09-2011;HELENA RAMIREZ;ITALO DONDERO PIAZZE;QUESO MANTECOSO;LACTEOS;1200;3
67;26-09-2011;HELENA RAMIREZ;ITALO DONDERO PIAZZE;POSTRE DE LECHE;LACTEOS;280;1
67;26-09-2011;HELENA RAMIREZ;ITALO DONDERO PIAZZE;LECHE DESCREMADA;LACTEOS;200;2
68;27-09-2011;MARIO MADRID;ITALO DONDERO PIAZZE;PEREJIL;VERDURAS;250;7
68;27-09-2011;MARIO MADRID;ITALO DONDERO PIAZZE;QUESO MANTECOSO;LACTEOS;1200;3
68;27-09-2011;MARIO MADRID;ITALO DONDERO PIAZZE;ESCOBA;ASEO;1000;9
69;27-09-2011;CLAUDIA PEREZ;CATHERINE TAPIA NAVARRO;COLIFROR;VERDURAS;700;9
69;27-09-2011;CLAUDIA PEREZ;CATHERINE TAPIA NAVARRO;POSTRE DE LECHE;LACTEOS;280;7
69;27-09-2011;CLAUDIA PEREZ;CATHERINE TAPIA NAVARRO;YOGURT;LACTEOS;180;3
69;27-09-2011;CLAUDIA PEREZ;CATHERINE TAPIA NAVARRO;CILANTRO;VERDURAS;200;4
69;27-09-2011;CLAUDIA PEREZ;CATHERINE TAPIA NAVARRO;LECHE DESCREMADA;LACTEOS;200;7
69;27-09-2011;CLAUDIA PEREZ;CATHERINE TAPIA NAVARRO;PISCO;LICORES;2300;10
69;27-09-2011;CLAUDIA PEREZ;CATHERINE TAPIA NAVARRO;QUESILLO;LACTEOS;200;8
70;27-09-2011;MONICA CASTRO;MONSERRAT UGARTE PRAT;YOGURT;LACTEOS;180;1
70;27-09-2011;MONICA CASTRO;MONSERRAT UGARTE PRAT;QUESILLO;LACTEOS;200;2
70;27-09-2011;MONICA CASTRO;MONSERRAT UGARTE PRAT;PISCO;LICORES;2300;4
71;27-09-2011;HELLEN ESCARATE;ISIDORA JULIO MORENO;ESCOBA;ASEO;1000;10
71;27-09-2011;HELLEN ESCARATE;ISIDORA JULIO MORENO;RON;LICORES;7500;5
